order_id,customer_id,order_timestamp,order_status,sales_channel,currency
O000363,C0057,2026-03-11T10:11:54Z,PENDING,MOBILE,EUR
O000364,C0052,2026-01-23T02:29:44Z,COMPLETED,MOBILE,EUR
O000365,C0008,2026-05-22T01:19:16Z,PENDING,WEB,EUR
O000366,C0073,2026-06-05T18:49:29Z,COMPLETED,WEB,EUR
O000367,C0084,2026-02-20T19:12:15Z,COMPLETED,STORE,EUR
O000368,C0085,2026-03-26T01:13:02Z,COMPLETED,MOBILE,EUR
O000369,C0065,2026-01-31T11:20:04Z,COMPLETED,MOBILE,EUR
O000370,C0007,2026-02-24T00:18:22Z,COMPLETED,STORE,EUR
O000371,C0096,2026-04-07T13:55:40Z,COMPLETED,WEB,EUR
O000372,C0086,2026-05-08T02:38:18Z,COMPLETED,MOBILE,EUR
O000373,C0047,2026-05-08T14:37:16Z,COMPLETED,WEB,EUR
O000374,C0046,2026-03-08T06:50:22Z,COMPLETED,MOBILE,EUR
O000375,C0079,2026-02-19T09:04:26Z,COMPLETED,WEB,EUR
O000376,C0076,2026-05-08T20:37:50Z,PENDING,WEB,EUR
O000377,C0017,2026-05-22T20:21:06Z,COMPLETED,STORE,EUR
O000378,C0058,2026-02-27T02:56:53Z,COMPLETED,WEB,EUR
O000379,C0080,2026-02-10T17:19:55Z,COMPLETED,STORE,EUR
O000380,C0098,2026-01-23T09:49:38Z,COMPLETED,MOBILE,EUR
O000381,C0008,2026-05-11T03:36:39Z,COMPLETED,WEB,EUR
O000382,C0058,2026-03-11T15:34:52Z,COMPLETED,STORE,EUR
O000383,C0090,2026-06-02T07:08:10Z,COMPLETED,STORE,EUR
O000384,C0088,2026-06-03T00:51:57Z,COMPLETED,STORE,EUR
O000385,C0100,2026-05-01T12:01:37Z,CANCELLED,MOBILE,EUR
O000386,C0026,2026-04-28T03:59:13Z,COMPLETED,WEB,EUR
O000387,C0006,2026-03-15T05:52:16Z,COMPLETED,STORE,EUR
O000388,C0042,2026-01-30T20:18:34Z,COMPLETED,STORE,EUR
O000389,C0009,2026-04-12T02:12:04Z,COMPLETED,WEB,EUR
O000390,C0061,2026-04-14T00:18:14Z,PENDING,STORE,EUR
O000391,C0083,2026-02-16T16:06:08Z,COMPLETED,STORE,EUR
O000392,C0070,2026-02-19T19:47:55Z,COMPLETED,WEB,EUR
O000393,C0022,2026-01-19T15:11:21Z,PENDING,STORE,EUR
O000394,C0081,2026-05-11T03:59:17Z,COMPLETED,STORE,EUR
O000395,C0005,2026-03-06T09:54:20Z,COMPLETED,WEB,EUR
O000396,C0050,2026-03-21T03:42:23Z,COMPLETED,MOBILE,EUR
O000397,C0010,2026-05-17T02:20:49Z,COMPLETED,STORE,EUR
O000398,C0037,2026-01-17T19:08:36Z,COMPLETED,MOBILE,EUR
O000399,C0039,2026-01-28T23:26:26Z,COMPLETED,STORE,EUR
O000400,C0071,2026-04-15T07:18:35Z,CANCELLED,MOBILE,EUR
O000401,C0024,2026-02-01T06:06:06Z,COMPLETED,MOBILE,EUR
O000402,C0071,2026-05-06T04:24:03Z,COMPLETED,STORE,EUR
O000403,C0075,2026-05-21T21:29:27Z,COMPLETED,MOBILE,EUR
O000404,C0063,2026-03-03T16:59:23Z,COMPLETED,STORE,EUR
O000405,C0041,2026-01-01T22:31:05Z,COMPLETED,WEB,EUR
O000406,C0023,2026-01-22T03:11:48Z,COMPLETED,WEB,EUR
O000407,C0065,2026-06-14T23:21:49Z,COMPLETED,STORE,EUR
O000408,C0029,2026-03-18T05:10:29Z,CANCELLED,STORE,EUR
O000409,C0031,2026-05-09T16:18:20Z,COMPLETED,STORE,EUR
O000410,C0073,2026-04-20T23:24:57Z,COMPLETED,WEB,EUR
O000411,C0067,2026-02-10T03:38:13Z,CANCELLED,MOBILE,EUR
O000412,C0073,2026-04-16T16:51:18Z,COMPLETED,STORE,EUR
O000413,C0062,2026-04-05T12:56:21Z,CANCELLED,WEB,EUR
O000414,C0028,2026-02-24T12:40:01Z,COMPLETED,WEB,EUR
O000415,C0062,2026-05-12T02:47:49Z,COMPLETED,STORE,EUR
O000416,C0076,2026-04-22T08:38:27Z,COMPLETED,STORE,EUR
O000417,C0034,2026-02-02T07:12:25Z,CANCELLED,STORE,EUR
O000418,C0053,2026-02-12T14:18:34Z,COMPLETED,STORE,EUR
O000419,C0044,2026-05-14T03:05:11Z,CANCELLED,STORE,EUR
O000420,C0014,2026-01-26T16:09:29Z,COMPLETED,STORE,EUR
O000421,C0085,2026-04-04T15:24:20Z,COMPLETED,STORE,EUR
O000422,C0048,2026-03-23T16:31:46Z,CANCELLED,STORE,EUR
O000423,C0030,2026-05-29T17:09:40Z,CANCELLED,WEB,EUR
O000424,C0016,2026-04-12T11:12:57Z,COMPLETED,MOBILE,EUR
O000425,C0084,2026-03-24T17:38:15Z,COMPLETED,MOBILE,EUR
O000426,C0072,2026-04-19T13:33:57Z,COMPLETED,MOBILE,EUR
O000427,C0090,2026-06-02T01:33:13Z,CANCELLED,WEB,EUR
O000428,C0091,2026-05-13T22:18:05Z,COMPLETED,MOBILE,EUR
O000429,C0077,2026-06-29T18:49:43Z,COMPLETED,WEB,EUR
O000430,C0037,2026-04-12T04:03:42Z,COMPLETED,STORE,EUR
O000431,C0057,2026-04-06T23:55:25Z,COMPLETED,STORE,EUR
O000432,C0047,2026-01-08T00:03:25Z,COMPLETED,WEB,EUR
O000433,C0026,2026-04-24T19:19:53Z,COMPLETED,STORE,EUR
O000434,C0072,2026-05-22T00:03:05Z,CANCELLED,MOBILE,EUR
O000435,C0053,2026-02-03T23:43:16Z,COMPLETED,STORE,EUR
O000436,C0066,2026-01-23T17:18:05Z,PENDING,STORE,EUR
O000437,C0076,2026-03-31T11:06:46Z,CANCELLED,MOBILE,EUR
O000438,C0029,2026-05-04T01:04:40Z,COMPLETED,WEB,EUR
O000439,C0087,2026-03-19T11:09:05Z,COMPLETED,MOBILE,EUR
O000440,C0046,2026-03-02T22:45:11Z,COMPLETED,STORE,EUR
O000441,C0030,2026-02-10T03:39:29Z,COMPLETED,WEB,EUR
O000442,C0062,2026-01-09T04:57:37Z,COMPLETED,MOBILE,EUR
O000443,C0055,2026-06-05T04:52:04Z,COMPLETED,STORE,EUR
O000444,C0088,2026-06-17T01:45:18Z,COMPLETED,MOBILE,EUR
O000445,C0089,2026-03-03T07:02:29Z,COMPLETED,STORE,EUR
O000446,C0034,2026-06-17T08:28:29Z,COMPLETED,MOBILE,EUR
O000447,C0055,2026-04-07T20:26:12Z,COMPLETED,STORE,EUR
O000448,C0013,2026-02-14T09:11:53Z,COMPLETED,WEB,EUR
O000449,C0069,2026-04-11T09:25:37Z,COMPLETED,MOBILE,EUR
O000450,C0033,2026-02-11T20:09:01Z,COMPLETED,STORE,EUR
O000451,C0047,2026-03-12T02:12:17Z,COMPLETED,MOBILE,EUR
O000452,C0084,2026-05-07T04:35:33Z,COMPLETED,MOBILE,EUR
O000453,C0060,2026-02-25T15:17:47Z,COMPLETED,WEB,EUR
O000454,C0010,2026-03-20T14:22:39Z,COMPLETED,MOBILE,EUR
O000455,C0051,2026-05-06T04:15:36Z,COMPLETED,MOBILE,EUR
O000456,C0031,2026-05-22T07:39:55Z,COMPLETED,STORE,EUR
O000457,C0013,2026-01-21T00:03:29Z,COMPLETED,MOBILE,EUR
O000458,C0011,2026-05-29T13:08:29Z,COMPLETED,STORE,EUR
O000459,C0037,2026-05-24T05:26:00Z,COMPLETED,WEB,EUR
O000460,C0061,2026-06-17T19:39:20Z,COMPLETED,STORE,EUR
O000461,C0082,2026-05-26T10:10:51Z,CANCELLED,MOBILE,EUR
O000462,C0020,2026-02-20T10:47:18Z,COMPLETED,WEB,EUR
O000463,C0063,2026-06-29T01:14:36Z,CANCELLED,MOBILE,EUR
O000464,C0053,2026-02-06T14:48:16Z,CANCELLED,MOBILE,EUR
O000465,C0079,2026-05-29T11:00:24Z,COMPLETED,STORE,EUR
O000466,C0038,2026-01-27T12:42:50Z,COMPLETED,MOBILE,EUR
O000467,C0037,2026-01-20T20:37:44Z,COMPLETED,STORE,EUR
O000468,C0060,2026-03-14T02:50:09Z,COMPLETED,WEB,EUR
O000469,C0025,2026-02-05T06:20:05Z,CANCELLED,MOBILE,EUR
O000470,C0013,2026-05-30T17:06:05Z,COMPLETED,WEB,EUR
O000471,C0082,2026-04-04T10:41:32Z,COMPLETED,MOBILE,EUR
O000472,C0082,2026-02-15T19:40:49Z,COMPLETED,WEB,EUR
O000473,C0075,2026-01-09T03:42:11Z,COMPLETED,MOBILE,EUR
O000474,C0088,2026-01-18T17:57:43Z,COMPLETED,STORE,EUR
O000475,C0090,2026-01-30T21:18:42Z,COMPLETED,WEB,EUR
O000476,C0025,2026-05-23T08:54:27Z,COMPLETED,MOBILE,EUR
O000477,C0063,2026-05-16T08:25:53Z,COMPLETED,WEB,EUR
O000478,C0058,2026-01-31T02:28:15Z,COMPLETED,MOBILE,EUR
O000479,C0080,2026-05-31T16:29:57Z,COMPLETED,STORE,EUR
O000480,C0068,2026-02-06T20:51:20Z,COMPLETED,STORE,EUR
O000481,C0067,2026-01-19T16:35:12Z,COMPLETED,WEB,EUR
O000482,C0005,2026-01-20T04:13:30Z,COMPLETED,MOBILE,EUR
O000483,C0027,2026-06-30T15:05:51Z,COMPLETED,WEB,EUR
O000484,C0039,2026-01-14T16:01:56Z,COMPLETED,WEB,EUR
O000485,C0025,2026-03-16T19:46:22Z,COMPLETED,STORE,EUR
O000486,C0014,2026-05-25T21:07:01Z,COMPLETED,STORE,EUR
O000487,C0044,2026-04-09T00:02:19Z,COMPLETED,STORE,EUR
O000488,C0099,2026-03-14T19:55:14Z,COMPLETED,STORE,EUR
O000489,C0018,2026-04-11T12:14:04Z,PENDING,MOBILE,EUR
O000490,C0041,2026-06-16T03:56:46Z,COMPLETED,STORE,EUR
O000491,C0018,2026-01-31T07:30:42Z,COMPLETED,STORE,EUR
O000492,C0028,2026-04-21T12:02:05Z,COMPLETED,STORE,EUR
O000493,C0074,2026-05-22T21:43:30Z,COMPLETED,WEB,EUR
O000494,C0068,2026-03-01T04:23:36Z,COMPLETED,STORE,EUR
O000495,C0051,2026-05-23T01:24:11Z,PENDING,STORE,EUR
O000496,C0051,2026-06-02T16:44:30Z,COMPLETED,MOBILE,EUR
O000497,C0071,2026-01-10T13:48:22Z,COMPLETED,WEB,EUR
O000498,C0026,2026-04-21T22:35:38Z,COMPLETED,STORE,EUR
O000499,C0074,2026-06-29T10:47:44Z,COMPLETED,STORE,EUR
O000500,C0019,2026-05-02T00:14:21Z,COMPLETED,WEB,EUR
O000501,C0007,2026-05-24T14:42:00Z,COMPLETED,STORE,EUR
O000502,C0061,2026-03-29T09:26:20Z,COMPLETED,WEB,EUR
O000503,C0094,2026-05-01T23:35:10Z,PENDING,STORE,EUR
O000504,C0006,2026-04-13T07:03:42Z,COMPLETED,WEB,EUR
O000505,C0085,2026-03-17T11:13:03Z,COMPLETED,STORE,EUR
O000506,C0077,2026-04-05T02:41:21Z,COMPLETED,WEB,EUR
O000507,C0068,2026-02-18T00:55:51Z,COMPLETED,MOBILE,EUR
O000508,C0050,2026-02-20T00:52:22Z,CANCELLED,WEB,EUR
O000509,C0079,2026-05-12T15:41:06Z,CANCELLED,STORE,EUR
O000510,C0078,2026-06-26T15:40:27Z,COMPLETED,STORE,EUR
O000511,C0026,2026-06-05T08:45:35Z,CANCELLED,MOBILE,EUR
O000512,C0009,2026-03-03T15:38:22Z,COMPLETED,STORE,EUR
O000513,C0004,2026-05-22T04:26:10Z,COMPLETED,MOBILE,EUR
O000514,C0035,2026-04-30T19:10:44Z,COMPLETED,STORE,EUR
O000515,C0089,2026-01-16T10:22:56Z,COMPLETED,WEB,EUR
O000516,C0098,2026-03-21T08:09:48Z,PENDING,MOBILE,EUR
O000517,C0032,2026-06-22T08:27:17Z,COMPLETED,WEB,EUR
O000518,C0006,2026-03-30T17:18:37Z,CANCELLED,WEB,EUR
O000519,C0037,2026-05-31T05:35:46Z,COMPLETED,MOBILE,EUR
O000520,C0065,2026-05-21T07:46:41Z,COMPLETED,STORE,EUR
O000521,C0076,2026-03-30T02:18:19Z,CANCELLED,WEB,EUR
O000522,C0011,2026-03-12T11:26:19Z,COMPLETED,MOBILE,EUR
O000523,C0085,2026-04-20T19:22:54Z,CANCELLED,WEB,EUR
O000524,C0099,2026-05-22T18:48:01Z,PENDING,MOBILE,EUR
O000525,C0059,2026-01-03T08:53:32Z,COMPLETED,MOBILE,EUR
O000526,C0076,2026-02-12T02:42:19Z,COMPLETED,MOBILE,EUR
O000527,C0008,2026-01-29T18:55:25Z,COMPLETED,WEB,EUR
O000528,C0012,2026-06-28T17:18:12Z,COMPLETED,MOBILE,EUR
O000529,C0072,2026-06-02T21:07:09Z,COMPLETED,MOBILE,EUR
O000530,C0071,2026-06-13T18:06:27Z,COMPLETED,MOBILE,EUR
O000531,C0027,2026-04-12T21:01:42Z,COMPLETED,STORE,EUR
O000532,C0068,2026-05-03T03:15:09Z,PENDING,MOBILE,EUR
O000533,C0073,2026-04-30T06:47:55Z,COMPLETED,STORE,EUR
O000534,C0027,2026-06-14T16:17:30Z,COMPLETED,MOBILE,EUR
O000535,C0065,2026-02-28T07:25:29Z,COMPLETED,WEB,EUR
O000536,C0093,2026-03-18T21:43:25Z,COMPLETED,WEB,EUR
O000537,C0005,2026-06-04T19:28:29Z,COMPLETED,MOBILE,EUR
O000538,C0096,2026-06-30T03:48:52Z,COMPLETED,STORE,EUR
O000539,C0043,2026-05-14T02:37:49Z,COMPLETED,MOBILE,EUR
O000540,C0049,2026-03-07T20:33:53Z,COMPLETED,WEB,EUR
O000541,C0031,2026-04-07T12:26:29Z,COMPLETED,MOBILE,EUR
O000542,C0026,2026-06-01T00:45:57Z,CANCELLED,MOBILE,EUR
O000543,C0044,2026-02-06T22:27:02Z,CANCELLED,STORE,EUR
O000544,C0092,2026-03-17T06:17:31Z,CANCELLED,WEB,EUR
O000545,C0077,2026-06-14T16:32:39Z,CANCELLED,MOBILE,EUR
O000546,C0036,2026-02-25T15:30:02Z,COMPLETED,MOBILE,EUR
O000547,C0015,2026-02-23T03:14:25Z,COMPLETED,STORE,EUR
O000548,C0041,2026-04-17T16:13:46Z,COMPLETED,STORE,EUR
O000549,C0017,2026-01-10T20:24:04Z,COMPLETED,STORE,EUR
O000550,C0055,2026-01-17T17:20:46Z,COMPLETED,STORE,EUR
O000551,C0090,2026-06-07T20:09:37Z,COMPLETED,MOBILE,EUR
O000552,C0047,2026-02-20T02:36:46Z,COMPLETED,STORE,EUR
O000553,C0022,2026-03-31T13:32:31Z,COMPLETED,MOBILE,EUR
O000554,C0084,2026-04-18T23:50:46Z,COMPLETED,MOBILE,EUR
O000555,C0089,2026-02-10T10:27:36Z,COMPLETED,MOBILE,EUR
O000556,C0076,2026-01-23T04:46:59Z,COMPLETED,MOBILE,EUR
O000557,C0009,2026-03-20T19:08:08Z,COMPLETED,STORE,EUR
O000558,C0020,2026-05-09T07:55:49Z,COMPLETED,MOBILE,EUR
O000559,C0045,2026-05-20T09:08:58Z,PENDING,STORE,EUR
O000560,C0017,2026-06-14T14:16:24Z,CANCELLED,WEB,EUR
O000561,C0090,2026-03-25T19:56:24Z,COMPLETED,STORE,EUR
O000562,C0050,2026-04-18T20:27:07Z,COMPLETED,MOBILE,EUR
O000563,C0018,2026-01-17T10:33:36Z,COMPLETED,MOBILE,EUR
O000564,C0055,2026-02-06T01:50:56Z,COMPLETED,STORE,EUR
O000565,C0091,2026-04-04T20:11:33Z,COMPLETED,STORE,EUR
O000566,C0061,2026-02-17T14:51:38Z,COMPLETED,STORE,EUR
O000567,C0079,2026-03-02T16:21:15Z,COMPLETED,MOBILE,EUR
O000568,C0061,2026-06-25T22:31:21Z,COMPLETED,MOBILE,EUR
O000569,C0075,2026-04-02T21:05:16Z,COMPLETED,WEB,EUR
O000570,C0036,2026-06-15T08:01:20Z,COMPLETED,STORE,EUR
O000571,C0048,2026-03-28T17:33:16Z,COMPLETED,MOBILE,EUR
O000572,C0077,2026-01-29T04:04:34Z,CANCELLED,WEB,EUR
O000573,C0034,2026-05-05T17:09:13Z,COMPLETED,WEB,EUR
O000574,C0039,2026-04-03T11:24:06Z,COMPLETED,STORE,EUR
O000575,C0056,2026-04-14T00:02:22Z,COMPLETED,MOBILE,EUR
O000576,C0035,2026-02-22T11:48:39Z,COMPLETED,MOBILE,EUR
O000577,C0002,2026-04-17T08:03:34Z,COMPLETED,WEB,EUR
O000578,C0088,2026-01-21T04:14:34Z,COMPLETED,WEB,EUR
O000579,C0028,2026-06-23T14:11:16Z,PENDING,STORE,EUR
O000580,C0078,2026-06-16T07:18:12Z,COMPLETED,STORE,EUR
O000581,C0010,2026-05-09T06:02:59Z,COMPLETED,MOBILE,EUR
O000582,C0034,2026-01-12T15:53:36Z,PENDING,MOBILE,EUR
O000583,C0083,2026-02-04T15:36:02Z,COMPLETED,WEB,EUR
O000584,C0033,2026-05-22T06:36:22Z,COMPLETED,WEB,EUR
O000585,C0091,2026-04-11T01:51:31Z,CANCELLED,MOBILE,EUR
O000586,C0069,2026-04-21T03:32:53Z,CANCELLED,MOBILE,EUR
O000587,C0059,2026-01-16T14:57:20Z,COMPLETED,MOBILE,EUR
O000588,C0050,2026-05-16T03:02:47Z,CANCELLED,STORE,EUR
O000589,C0093,2026-01-05T22:12:27Z,PENDING,WEB,EUR
O000590,C0093,2026-03-07T13:52:57Z,COMPLETED,WEB,EUR
O000591,C0075,2026-05-24T21:33:01Z,COMPLETED,WEB,EUR
O000592,C0003,2026-05-07T23:04:32Z,COMPLETED,STORE,EUR
O000593,C0081,2026-02-03T10:44:18Z,COMPLETED,MOBILE,EUR
O000594,C0076,2026-06-12T05:01:23Z,COMPLETED,WEB,EUR
O000595,C0009,2026-02-12T19:56:32Z,COMPLETED,MOBILE,EUR
O000596,C0028,2026-06-12T10:01:57Z,COMPLETED,STORE,EUR
O000597,C0090,2026-02-02T15:10:25Z,COMPLETED,WEB,EUR
O000598,C0001,2026-01-02T05:35:28Z,COMPLETED,WEB,EUR
O000599,C0067,2026-02-22T14:43:02Z,COMPLETED,WEB,EUR
O000600,C0079,2026-04-08T01:38:42Z,PENDING,STORE,EUR
O000601,C0047,2026-05-01T04:22:50Z,CANCELLED,STORE,EUR
O000602,C0020,2026-01-22T21:07:21Z,COMPLETED,MOBILE,EUR
O000603,C0014,2026-01-09T09:52:26Z,COMPLETED,STORE,EUR
O000604,C0031,2026-06-23T19:22:16Z,COMPLETED,STORE,EUR
O000605,C0095,2026-02-16T01:03:05Z,COMPLETED,WEB,EUR
O000606,C0048,2026-03-17T05:05:24Z,COMPLETED,STORE,EUR
O000607,C0089,2026-01-07T05:34:17Z,COMPLETED,MOBILE,EUR
O000608,C0038,2026-02-12T16:35:30Z,COMPLETED,STORE,EUR
O000609,C0028,2026-04-05T23:53:58Z,COMPLETED,MOBILE,EUR
O000610,C0076,2026-06-23T04:11:40Z,CANCELLED,STORE,EUR
O000611,C0094,2026-04-02T09:24:00Z,COMPLETED,WEB,EUR
O000612,C0053,2026-05-23T02:22:16Z,CANCELLED,WEB,EUR
O000613,C0059,2026-05-17T13:38:11Z,CANCELLED,STORE,EUR
O000614,C0091,2026-06-19T18:03:46Z,COMPLETED,MOBILE,EUR
O000615,C0079,2026-05-16T13:10:19Z,COMPLETED,WEB,EUR
O000616,C0066,2026-01-11T15:26:27Z,CANCELLED,STORE,EUR
O000617,C0083,2026-02-04T00:48:19Z,COMPLETED,WEB,EUR
O000618,C0095,2026-04-03T21:56:28Z,CANCELLED,STORE,EUR
O000619,C0088,2026-04-08T18:47:15Z,COMPLETED,WEB,EUR
O000620,C0065,2026-04-05T09:58:53Z,COMPLETED,WEB,EUR
O000621,C0051,2026-01-16T13:37:16Z,CANCELLED,MOBILE,EUR
O000622,C0090,2026-01-22T18:04:20Z,COMPLETED,WEB,EUR
O000623,C0017,2026-04-16T03:16:11Z,COMPLETED,MOBILE,EUR
O000624,C0044,2026-04-23T08:57:32Z,COMPLETED,MOBILE,EUR
O000625,C0034,2026-06-03T06:15:14Z,COMPLETED,MOBILE,EUR
O000626,C0069,2026-05-19T05:17:06Z,COMPLETED,WEB,EUR
O000627,C0057,2026-01-25T13:24:33Z,COMPLETED,WEB,EUR
O000628,C0048,2026-01-29T17:28:12Z,COMPLETED,WEB,EUR
O000629,C0070,2026-05-24T09:38:09Z,PENDING,MOBILE,EUR
O000630,C0015,2026-05-14T19:39:27Z,COMPLETED,WEB,EUR
O000631,C0029,2026-04-30T21:51:39Z,COMPLETED,WEB,EUR
O000632,C0011,2026-01-05T09:05:03Z,COMPLETED,MOBILE,EUR
O000633,C0041,2026-04-06T05:44:03Z,COMPLETED,STORE,EUR
O000634,C0092,2026-01-29T17:28:40Z,CANCELLED,MOBILE,EUR
O000635,C0021,2026-02-26T01:07:55Z,COMPLETED,MOBILE,EUR
O000636,C0049,2026-05-27T19:44:48Z,COMPLETED,MOBILE,EUR
O000637,C0049,2026-06-11T14:43:23Z,COMPLETED,MOBILE,EUR
O000638,C0072,2026-04-06T22:40:30Z,COMPLETED,WEB,EUR
O000639,C0082,2026-02-28T06:53:26Z,COMPLETED,MOBILE,EUR
O000640,C0063,2026-02-04T19:56:07Z,CANCELLED,STORE,EUR
O000641,C0047,2026-05-25T18:35:14Z,COMPLETED,STORE,EUR
O000642,C0008,2026-04-23T22:42:23Z,COMPLETED,MOBILE,EUR
O000643,C0046,2026-05-04T13:07:35Z,COMPLETED,MOBILE,EUR
O000644,C0098,2026-02-05T13:59:42Z,COMPLETED,WEB,EUR
O000645,C0019,2026-03-10T06:42:41Z,COMPLETED,STORE,EUR
O000646,C0029,2026-04-08T17:56:03Z,COMPLETED,STORE,EUR
O000647,C0017,2026-01-23T15:14:07Z,CANCELLED,MOBILE,EUR
O000648,C0039,2026-05-18T20:20:59Z,COMPLETED,WEB,EUR
O000649,C0027,2026-01-25T08:08:46Z,COMPLETED,WEB,EUR
O000650,C0076,2026-04-10T16:59:11Z,COMPLETED,WEB,EUR
O000651,C0026,2026-06-24T23:46:45Z,COMPLETED,MOBILE,EUR
O000652,C0075,2026-02-23T20:39:51Z,COMPLETED,WEB,EUR
O000653,C0028,2026-04-13T16:34:01Z,COMPLETED,MOBILE,EUR
O000654,C0065,2026-06-28T17:44:04Z,CANCELLED,MOBILE,EUR
O000655,C0028,2026-03-24T08:24:40Z,COMPLETED,MOBILE,EUR
O000656,C0015,2026-04-01T11:15:33Z,COMPLETED,MOBILE,EUR
O000657,C0059,2026-02-25T01:43:30Z,COMPLETED,MOBILE,EUR
O000658,C0087,2026-04-06T11:14:50Z,COMPLETED,MOBILE,EUR
O000659,C0089,2026-03-19T19:02:40Z,COMPLETED,WEB,EUR
O000660,C0052,2026-06-13T21:27:45Z,COMPLETED,MOBILE,EUR
O000661,C0066,2026-04-05T02:05:12Z,COMPLETED,MOBILE,EUR
O000662,C0030,2026-04-07T13:27:49Z,COMPLETED,WEB,EUR
O000663,C0087,2026-04-07T17:28:36Z,COMPLETED,WEB,EUR
O000664,C0060,2026-06-03T22:23:46Z,COMPLETED,STORE,EUR
O000665,C0041,2026-03-29T09:41:25Z,CANCELLED,MOBILE,EUR
O000666,C0063,2026-03-17T13:14:47Z,COMPLETED,STORE,EUR
O000667,C0049,2026-04-25T18:28:11Z,COMPLETED,MOBILE,EUR
O000668,C0004,2026-04-24T09:29:00Z,COMPLETED,STORE,EUR
O000669,C0032,2026-02-17T10:11:20Z,COMPLETED,MOBILE,EUR
O000670,C0044,2026-01-23T05:28:29Z,COMPLETED,STORE,EUR
O000671,C0061,2026-05-16T03:24:05Z,COMPLETED,MOBILE,EUR
O000672,C0039,2026-04-30T09:18:20Z,COMPLETED,MOBILE,EUR
O000673,C0007,2026-02-21T11:42:44Z,COMPLETED,STORE,EUR
O000674,C0055,2026-04-03T06:54:40Z,COMPLETED,WEB,EUR
O000675,C0066,2026-05-02T08:32:33Z,COMPLETED,STORE,EUR
O000676,C0085,2026-02-11T08:25:55Z,PENDING,STORE,EUR
O000677,C0020,2026-02-16T16:13:25Z,COMPLETED,MOBILE,EUR
O000678,C0031,2026-03-20T19:28:20Z,COMPLETED,WEB,EUR
O000679,C0072,2026-04-05T06:02:44Z,PENDING,MOBILE,EUR
O000680,C0004,2026-01-27T11:48:46Z,COMPLETED,MOBILE,EUR
O000681,C0078,2026-03-02T22:54:08Z,COMPLETED,WEB,EUR
O000682,C0075,2026-06-10T23:20:03Z,CANCELLED,STORE,EUR
O000683,C0096,2026-03-17T17:18:06Z,COMPLETED,MOBILE,EUR
O000684,C0033,2026-03-21T07:10:04Z,CANCELLED,WEB,EUR
O000685,C0092,2026-04-03T06:41:38Z,COMPLETED,MOBILE,EUR
O000686,C0095,2026-06-13T09:32:53Z,COMPLETED,WEB,EUR
O000687,C0069,2026-01-24T16:48:42Z,CANCELLED,MOBILE,EUR
O000688,C0005,2026-03-20T21:26:35Z,COMPLETED,WEB,EUR
O000689,C0078,2026-03-23T17:23:55Z,COMPLETED,STORE,EUR
O000690,C0001,2026-01-27T10:14:08Z,COMPLETED,STORE,EUR
O000691,C0053,2026-05-14T03:50:32Z,COMPLETED,MOBILE,EUR
O000692,C0024,2026-03-13T09:08:17Z,COMPLETED,MOBILE,EUR
O000693,C0026,2026-03-31T19:03:22Z,COMPLETED,WEB,EUR
O000694,C0034,2026-04-27T14:01:58Z,COMPLETED,MOBILE,EUR
O000695,C0059,2026-05-31T04:06:56Z,COMPLETED,MOBILE,EUR
O000696,C0035,2026-06-17T08:54:58Z,COMPLETED,MOBILE,EUR
O000697,C0034,2026-02-26T08:23:49Z,COMPLETED,MOBILE,EUR
O000698,C0042,2026-01-26T20:46:47Z,PENDING,MOBILE,EUR
O000699,C0013,2026-01-15T04:27:49Z,COMPLETED,WEB,EUR
O000700,C0065,2026-02-19T06:07:36Z,COMPLETED,MOBILE,EUR
O000701,C0060,2026-06-20T11:17:43Z,COMPLETED,MOBILE,EUR
O000702,C0098,2026-04-30T00:28:05Z,CANCELLED,STORE,EUR
O000703,C0020,2026-02-06T16:25:50Z,COMPLETED,WEB,EUR
O000704,C0060,2026-05-18T02:01:31Z,COMPLETED,MOBILE,EUR
O000705,C0063,2026-04-19T21:46:17Z,COMPLETED,WEB,EUR
O000706,C0022,2026-06-12T03:09:57Z,COMPLETED,MOBILE,EUR
O000707,C0010,2026-06-28T17:26:11Z,COMPLETED,MOBILE,EUR
O000708,C0088,2026-05-13T07:08:44Z,COMPLETED,MOBILE,EUR
O000709,C0059,2026-01-16T17:46:55Z,COMPLETED,STORE,EUR
O000710,C0073,2026-05-23T14:10:37Z,COMPLETED,WEB,EUR
O000711,C0023,2026-02-19T13:08:59Z,COMPLETED,MOBILE,EUR
O000712,C0100,2026-03-17T10:33:17Z,COMPLETED,STORE,EUR
O000713,C0017,2026-04-28T04:34:38Z,COMPLETED,WEB,EUR
O000714,C0012,2026-03-24T03:39:06Z,COMPLETED,MOBILE,EUR
O000715,C0060,2026-03-08T08:38:47Z,COMPLETED,STORE,EUR
O000716,C0011,2026-03-26T22:13:28Z,CANCELLED,MOBILE,EUR
O000717,C0010,2026-04-17T23:49:10Z,CANCELLED,STORE,EUR
O000718,C0060,2026-01-19T08:19:44Z,COMPLETED,STORE,EUR
O000719,C0024,2026-06-02T15:51:02Z,COMPLETED,WEB,EUR
O000720,C0093,2026-04-25T00:35:21Z,COMPLETED,STORE,EUR
O000721,C0003,2026-04-14T18:22:21Z,COMPLETED,WEB,EUR
O000722,C0052,2026-05-15T08:03:02Z,CANCELLED,STORE,EUR
O000723,C0003,2026-06-08T10:41:15Z,COMPLETED,WEB,EUR
